qNumber,sentContent,questionnaireName,itemFreqRating,itemValencyRating
40,"נמאס לי לחשוב על זה.","Negative",3,1
41,"למה יש לי בעיות שאין לאחרים?","Negative",3,0
42,"אני מרגישה עצובה.","Negative",2,-1
43,"אני שונאת את החיים שלי.","Negative",3,0
44,"אין לי כח לעשות דבר.","Negative",2,1
45,"למה אני כזאת מתוסבכת?","Negative",2,-1
46,"אני כל הזמן עוסקת ברגשות שלי.","Negative",2,0
47,"אני כל כך כועסת על עצמי.","Negative",3,0
48,"העתיד שלי חסר תקווה.","Negative",3,0
49,"אני משועממת מכל דבר.","Negative",2,1
50,"אני מרגישה אשמה כל הזמן.","Negative",2,0
51,"אני מרגישה שאני מוענשת.","Negative",3,-1
52,"הרבה דברים מבאסים אותי.","Negative",2,0
53,"אני מאשימה את עצמי על כל דבר רע שקורה.","Negative",3,-1
54,"הייתי הורגת את עצמי אם יכולתי.","Negative",1,-1
55,"אני כל הזמן בוכה.","Negative",2,0
56,"אני עצבנית כל הזמן.","Negative",1,0
57,"איבדתי עניין באנשים.","Negative",2,0
58,"אני לא מצליחה לקבל החלטות.","Negative",2,1
59,"אני חושבת שאני מכוערת.","Negative",4,1
60,"אני לא מסוגלת לעבוד יותר.","Negative",3,0
61,"איבדתי עניין בסקס.","Negative",1,2
62,"אני מאכזבת את כולם.","Negative",1,0
63,"קשה לי עם אינטימיות.","Negative",2,2
64,"לפעמים אני מרגישה אבודה.","Negative",2,0
65,"אני חסרת תועלת.","Negative",3,0
66,"אני חסרת משמעות.","Negative",2,0
67,"נמאס לי מהכל.","Negative",2,0
68,"אני יושבת כרגע.","Neutral",3,0
69,"אני נועלת נעליים.","Neutral",2,1
70,"אני נושמת.","Neutral",3,0
71,"אני בתוך בניין.","Neutral",3,-2
72,"איפה שמתי את המפתחות?","Neutral",1,0
73,"אני יושבת מול מחשב.","Neutral",2,1
74,"אני מבינה עברית.","Neutral",2,0
75,"איפה החניתי את האוטו?","Neutral",3,1
76,"אני רוצה לקרוא ספר.","Neutral",2,1
77,"אני לומדת משהו חדש כל יום.","Neutral",1,-1
78,"בא לי לשתות קפה.","Neutral",2,0
79,"אני תושבת ישראל.","Neutral",2,-1
80,"יש לי תוכניות למחר.","Neutral",4,0
81,"אני רוצה לצאת לאימון.","Neutral",3,-2
82,"אני משתתפת בניסוי.","Neutral",3,-1
83,"הלילה אלך לישון מוקדם.","Neutral",2,0
84,"אני מצחצחת שיניים כל בוקר.","Neutral",4,0
85,"אני רוצה להסתפר.","Neutral",1,0
86,"מה יש לי לעשות היום?","Neutral",1,1
87,"הערב אני בבית.","Neutral",3,-1
88,"שתיתי משהו חם הבוקר.","Neutral",2,1
89,"אני בחדר שקט.","Neutral",1,0
90,"אני צריכה לעשות קניות.","Neutral",2,-1
91,"שתיתי מספיק מים היום?","Neutral",2,0
92,"מה אני אלבש היום?","Neutral",2,0
93,"מה בא לי לאכול?","Neutral",2,1
94,"אני הרבה בנסיעות.","Neutral",3,0
95,"יש לי פגישה בקרוב.","Neutral",3,0
96,"מה אעשה הערב?","Neutral",2,0
97,"אני צריכה לעשות כביסה.","Neutral",3,-1
98,"אני צריכה לעשות טלפון.","Neutral",3,1
99,"אני צריכה לשלוח הודעה.","Neutral",3,-2
100,"אני צריכה לבדוק את המייל.","Neutral",1,2
101,"יש לי מטען לפלאפון.","Neutral",4,0
102,"אני צריכה לארגן את הלו\"ז.","Neutral",3,0
103,"אני רוצה לנקות את הבית.","Neutral",1,-1
104,"מחר אקום מוקדם.","Neutral",2,-1
105,"בסופ\"ש אפשר לנוח.","Neutral",2,0
106,"אני עובדת במשך השבוע.","Neutral",1,0
107,"בא לי לצאת להליכה.","Neutral",3,0
108,"אני משתמשת באוזניות.","Neutral",2,-1
109,"יש לי התראה בפלאפון.","Neutral",2,1
110,"אני רוצה לראות סרט.","Neutral",2,1
